Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
Bağırsak Malabsorbsiyonu,kronik ishal,kilo kaybı,karın ağrısı,karın şişkinliği,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,
Faranjit,şiddetli boğaz ağrısı,yutma güçlüğü,ateş,şişmiş bademcikler,ses değişiklikleri,boyun ağrısı veya sertliği,,,,,,,,,,,,,,,,,,,,,,
Gastroparezi,mide bulantısı,kusma,erken doyma hissi,şişkinlik,karın ağrısı,iştahsızlık,,,,,,,,,,,,,,,,,,,,,,
Baş ve Boyun Kanseri,kalıcı boğaz ağrısı,yutma güçlüğü,ses değişiklikleri,kulak ağrısı,boyun kitlesi,kilo kaybı,,,,,,,,,,,,,,,,,,,,,,
Kronik Hastalık Anemisi,yorgunluk,zayıflık,soluk cilt,nefes darlığı,egzersiz toleransının azalması,,,,,,,,,,,,,,,,,,,,,,,
Kızıl Hastalığı,boğaz ağrısı,ateş,döküntü,şişmiş bezler,,,,,,,,,,,,,,,,,,,,,,,,
Hipertansif Kalp Hastalığı,yüksek tansiyon,göğüs ağrısı veya rahatsızlığı,nefes darlığı,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,,
Madde Bağımlılığı,sakinlik (ilaçla yatıştırma),uyuklama,konuşma bozukluğu,bilinç bulanıklığı,solunum sıkıntısı,,,,,,,,,,,,,,,,,,,,,,,
Ansefalit,baş ağrısı,ateş,bilinç bulanıklığı,nöbetler,nörolojik semptomlar,,,,,,,,,,,,,,,,,,,,,,,
Kas Spazmı,ani kasılma,istemsiz kas kasılmaları,kas ağrısı,sertlik,sınırlı hareket açıklığı,,,,,,,,,,,,,,,,,,,,,,,
Böbrek Yetmezliği,idrar çıkışının azalması,sıvı birikmesi,yorgunluk,nefes darlığı,mide bulantısı,bilinç bulanıklığı,göğüs ağrısı,nöbetler,,,,,,,,,,,,,,,,,,,,
Diş Çürüğü,diş ağrısı,diş hassasiyeti,dişlerde görünür çukurlar veya delikler,dişlerdeki koyu lekeler,ağız kokusu,,,,,,,,,,,,,,,,,,,,,,,
Burun Bozukluğu,burun tıkanıklığı,burun akması,hapşırma,yüz ağrısı veya basıncı,koku kaybı,,,,,,,,,,,,,,,,,,,,,,,
Kuduz,ateş,baş ağrısı,yorgunluk,endişe,bilinç bulanıklığı,halüsinasyonlar,yutma güçlüğü,,,,,,,,,,,,,,,,,,,,,
Hemolitik Anemi,yorgunluk,zayıflık,soluk cilt,nefes darlığı,sarılık,,,,,,,,,,,,,,,,,,,,,,,
A Vitamini Eksikliği,gece körlüğü,kuru gözler,kuru veya pürüzlü cilt,zayıf yara iyileşmesi,zayıf bağışıklık,,,,,,,,,,,,,,,,,,,,,,,
Belsoğukluğu,ağrılı idrar yapma,cinsel organlardan anormal akıntı,pelvik ağrısı,,,,,,,,,,,,,,,,,,,,,,,,,
Ependimom,baş ağrısı,mide bulantısı,nöbetler,dengeyi kaybı,,,,,,,,,,,,,,,,,,,,,,,,
Toksine Bağlı Hepatit,yorgunluk,sarılık,karın ağrısı,mide bulantısı,kusma,,,,,,,,,,,,,,,,,,,,,,,
Uçuk,dudaklarda veya ağız çevresinde küçük ve ağrılı kabarcıklar,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meme Kanseri,göğüste yumru,meme büyüklüğünde veya şeklinde değişiklikler,meme ucunda değişiklikler,meme ağrısı,,,,,,,,,,,,,,,,,,,,,,,,
Testis Kanseri,testislerde şişlik veya yumru,ağrı veya rahatsızlık,testis boyutunda veya şeklinde değişiklikler,,,,,,,,,,,,,,,,,,,,,,,,,
Anksiyete,aşırı endişe,huzursuzluk,artan kalp atış hızı,panik ataklar,,,,,,,,,,,,,,,,,,,,,,,,
Burun Apsesi,ağrı,şişme,kızarıklık,burun akıntısı,,,,,,,,,,,,,,,,,,,,,,,,
Lösemi,yorgunluk,soluk cilt,sık enfeksiyonlar,kolay kanama veya morarma,,,,,,,,,,,,,,,,,,,,,,,,
İlaç Reaksiyonu,döküntü,kaşıntı,şişme,ateş,solunum semptomları,,,,,,,,,,,,,,,,,,,,,,,
Farenjit,boğaz ağrısı,yutma güçlüğü,şişmiş lenf düğümleri,,,,,,,,,,,,,,,,,,,,,,,,,
Akciğer İltihaplanması (zatüre),öksürük,ateş,göğüs ağrısı,nefes almada zorluk,,,,,,,,,,,,,,,,,,,,,,,,
Siringomiyeli,kas güçsüzlüğü,duyu kaybı,kronik ağrı,,,,,,,,,,,,,,,,,,,,,,,,,
Pulmoner Fibroz,nefes darlığı,kuru öksürük,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,,,
Parkinson Hastalığı,ellerde titremek,sertlik,hareket yavaşlığı,,,,,,,,,,,,,,,,,,,,,,,,,
Gut,yoğun eklem ağrısı,şişme,kızarıklık,,,,,,,,,,,,,,,,,,,,,,,,,
Gıda Alerjisi,döküntü,kaşıntı,şişme,nefes almada zorluk,sindirim sistemi ile ilgili semptomlar,,,,,,,,,,,,,,,,,,,,,,,
Adet Öncesi Gerginlik Sendromu,ruh halinde ani değişimler,şişkinlik,göğüslerde hassasiyet,sinirlilik,,,,,,,,,,,,,,,,,,,,,,,,
Panik Atak,göğüs ağrısı,nefes darlığı,çarpıntı hissi,,,,,,,,,,,,,,,,,,,,,,,,,
B12 Vitamini Eksikliği,yorgunluk,zayıflık,soluk cilt,nefes darlığı,ellerde ve ayaklarda karıncalanma veya uyuşma,denge sorunları,ağızda yanma hissi,,,,,,,,,,,,,,,,,,,,,
Mesane Bozukluğu,sık idrara çıkma,aciliyet,pelvik ağrısı,,,,,,,,,,,,,,,,,,,,,,,,,
Bitler,kaşıntı,saçta gözle görülür bit varlığı,,,,,,,,,,,,,,,,,,,,,,,,,,
Antidepresanlara Bağlı Zehirlenme,mide bulantısı,kusma,uyuklama,baş dönmesi,bilinç bulanıklığı,nöbetler,kalp atış hızındaki değişiklikler,düşük kan basıncı,solunum zorluğu,,,,,,,,,,,,,,,,,,,
Magnezyum Eksikliği,kas kasılmaları,kas krampları,yorgunluk,zayıflık,iştah kaybı,mide bulantısı,kusma,sinirlilik,zihinsel karmaşa,düzensiz kalp atışı,karıncalanma veya uyuşma,kişilik değişiklikleri,nöbetler,,,,,,,,,,,,,,,
Siroz,yorgunluk,sarılık,karın şişmesi,kolay morarma ve kanama,bilinç bulanıklığı,iştah kaybı,kilo kaybı,,,,,,,,,,,,,,,,,,,,,
Panik Atak,çarpıntı hissi,terlemek,titreme,nefes darlığı,kontrolü kaybetme korkusu,baş dönmesi,,,,,,,,,,,,,,,,,,,,,,
Kırık,ağrı,şişme,morarma,şekil bozukluğu,hareket etme zorluğu,fonksiyon kaybı,,,,,,,,,,,,,,,,,,,,,,
Hipertansif Hastalık,göğüs ağrısı,nefes darlığı,baş dönmesi,bitkinlik,düşmek,baygınlık,vertigo,ter,çarpıntı,mide bulantısı,göğüs ağrısı,göğüste baskı,,,,,,,,,,,,,,,,
Diyabet,sık idrara çıkma,polidipsi,nefes darlığı,göğüs ağrısı,bitkinlik,mide bulantısı,dik durma haricinde nefes darlığı,solunumda hırıltı,ter,tepkisizlik,ruhsal durum değişiklikleri,vertigo,kusma,zor nefes alma,,,,,,,,,,,,,,
Ruhsal Depresyon,intihara meyilli hissetmek,intihara meyilli,işitsel halüsinasyonlar,umutsuz hissetmek,ağlamak,uykusuzluk,motor kaslarda yavaşlama,sinirli ruh hali,bayılma,depresif ruh hali,görsel halüsinasyonlar,endişelenmek,ajitasyon,titreme,sarhoşluk,sözlü ve işitsel halüsinasyonlar,artan enerji,difficulty,nightmare,unable to concentrate,homelessness,,,,,,,
Koroner Arterioskleroz,göğüs ağrısı,göğüs ağrısı,nefes darlığı,hamlık,ter,göğüste baskı,eforla nefes darlığı,dik durma haricinde nefes darlığı,göğüste sıkışma,,,,,,,,,,,,,,,,,,,
Akciğer İltihaplanması (zatüre),öksürük,ateş,yarı saydamlığın azalması,nefes darlığı,solunumda hırıltı,balgamlı öksürük,plöretik ağrı,sarı balgam,solunum sesi azalması,üşümek,göğüste hırıltılı ses,yeşil balgam,kuru öksürük,hırıltı,kanlı balgam veya kan tükürme,solunumda zayıflık,çok hızlı solunum,malaise,night sweat,,,,,,,,,
Kronik Kalp Yetmezliği,nefes darlığı,dik durma haricinde nefes darlığı,juguler venöz dolgunluk,solunumda hırıltı,nefes darlığı,öksürük,hırıltı,,,,,,,,,,,,,,,,,,,,,
Serebrovasküler Kaza,dizartri,bitkinlik,konuşma bozukluğu,kısmi yüz felci,hemipleji,tepkisizlik,nöbet geçirmek,uyuşukluk ve hissizlik,,,,,,,,,,,,,,,,,,,,
Astım,hırıltı,öksürük,nefes darlığı,göğüste sıkışma,kuru öksürük,plöretik ağrı,balgamlı öksürük,solunum yolu semptonlarını ağırlaştıran faktörler,solunumda zayıflık,,,,,,,,,,,,,,,,,,,
Miyokardiyal Enfarktüs,göğüs ağrısı,st segment yükselmesi,ter,nefes darlığı,st segment depresyonu,hamlık,göğüs ağrısı,göğüste baskı,ters t dalgası,dik durma haricinde nefes darlığı,solunumda hırıltı,göğüste sıkışma,q dalgasının varlığı,çarpıntı,nefes darlığı,göğüs rahatsızlığı,düşük nabız,syncope,,,,,,,,,,
Hiperkolesterolemi,ağrı,göğüs ağrısı,ter,sigara içmemek,göğüste baskı,baygınlık,uyuşukluk ve hissizlik,göğüs rahatsızlığı,nefes darlığı,st segment depresyonu,endişelenmek,ters t dalgası,düşük nabız,nefes darlığı,,,,,,,,,,,,,,
Enfeksiyon,ateş,deri kızarıklığı,yarı saydamlığın azalması,karaciğer ve dalak büyümesi,üşümek,kaşıntı,ishal,bakterital apse,şişme,ağrı,düşük ateş,öksürük,,,,,,,,,,,,,,,,
İdrar Yolu Enfeksiyonu,ateş,idrar yaparken ağrı,kanlı idrar,böbrekte hassasiyeti,rehavet,bitkinlik,kanda sodyum azlığı,hemodinamik olarak stabil,solunumda zayıflık,idrarı yapma zorluğu,ruhsal durum değişiklikleri,bilincin açık olması,,,,,,,,,,,,,,,,
Anemi,üşümek,guaiac pozitif,monoklonal,ezik,tümör hücresinin yayılması,kanama,solukluk,bitkinlik,yorgunluk,hem pozitif,sırt ağrısı,ortostaz,kanda sodyum azlığı,baş dönmesi,nefes darlığı,ağrı,göğüste hırıltılı ses,arthralgia,swelling,transaminitis,,,,,,,,
Kronik Obstrüktif Akciğer Hastalığı,nefes darlığı,hırıltı,öksürük,nefes darlığı,solunumda zayıflık,iltihaplı balgam,kanda düşük oksijen,karbondioksit zehirlenmesi,hastanın karşı gelmesi,göğüste sıkışma,,,,,,,,,,,,,,,,,,
Demans,ateş,düşmek,tepkisizlik,rehavet,ajitasyon,ezik,baygınlık,solunumda hırıltı,bilinçsiz durum,öksürük,yatalak,ağrı,kısmi yüz felci,karın hassasiyeti,göğüste hırıltılı ses,dengesiz yürüyüş,işitsel halüsinasyonlar,,,,,,,,,,,
Böbrek Yetmezliği,nefes darlığı,hiperkalemi,dik durma haricinde nefes darlığı,solunumda hırıltı,idrar tutamama,karın iltihabı,guaiac pozitif,bitkinlik,düşük ateş,ruhsal durum değişiklikleri,nefes darlığı,zorluk,ishal,tansiyon düşüklüğü,solunum sesi azalması,şişme,hamlık,,,,,,,,,,,
Bilinç Bulanıklığı,nöbet geçirmek,idrar tutamama,rehavet,konuşma bozukluğu,düşmek,bilincin açık olması,ruhsal durum değişiklikleri,asteriksi,bilinçsiz durum,ajitasyon,kas seğirmesi,bitkinlik,uykulu,baş dönmesi,baş ağrısı,dizartri,denge kaybı,tremor,hyponatremia,unresponsiveness,,,,,,,,
Dejeneratif Poliartrit,ağrı,gıda sindirememe,el uyuşması,genel rahatsızlık,uyuklama,bitkinlik,sigara içmemek,kuru öksürük,polidipsi,sertlik,dengesiz yürüyüş,,,,,,,,,,,,,,,,,
Hipotiroidizm,nefes darlığı,prostatizm,uyuklama,kanda sodyum azlığı,düşmek,dengesiz yürüyüş,sık idrara çıkma,tansiyon düşüklüğü,zorluk,baygınlık,kabus,konuşma bozukluğu,kilo almak,bitkinlik,yorgunluk,ajitasyon,ruhsal durum değişiklikleri,motor retardation,vomiting,numbness,mass of body structure,,,,,,,
Anksiyete,endişelenmek,intihara meyilli hissetmek,intihara meyilli,uykusuzluk,umutsuz hissetmek,sinirli ruh hali,titreme,bayılma,ağlamak,dini inancın olması,sinirlilik,görsel halüsinasyonlar,karıncalanma,zorluk,göğüs ağrısı,hastanın karşı gelmesi,ajitasyon,palpitation,hallucinations auditory,mood depressed,hot flush,pain,consciousness clear,nightmare,,,,
Malign Neoplazmalar,ağrı,vücut yapısının büyümesi,doku bozukluğu,omuz ve yüz arasında pembe ve mor noktalar,amfizemde değişiklik,vücut ağırlığının azalması,karın iltihabı,ses kısıklığı,kalınlaşmak,kanlı idrar,,,,,,,,,,,,,,,,,,
Kazanılmış Bağışıklık Sendromu,ateş,gece terlemesi,membranların kendiliğinden yırtılması,öksürük,,vücut ağırlığının azalması,üşümek,ishal,plöretik ağrı,hastanın karşı gelmesi,çok hızlı solunum,balgamlı öksürük,kas azalması,intihara meyilli hissetmek,,,,,,,,,,,,,,
Selülit,deri kızarıklığı,ağrı,şişme,kızarıklık,ateş,bakterital apse,hastanın karşı gelmesi,acı duyumama,işitme hassasiyeti artması,kaşıntı,göğüs ağrısı,çizik izleri,üşümek,dokununca acıma,,,,,,,,,,,,,,
Gastroözofajeal Reflü Hastalığı,ağrı,göğüs ağrısı,yanma hissi,kanda sodyum azlığı,erken doyma hissi,zonklama hissi,göğüste sıkışma,duyularda rahatsızlık,q dalgasının varlığı,mide bulantısı,genel rahatsızlık,kabızlık,çarpıntı,karın ağrısı,göğüste ağrılı yanma hissi,ter,bitkinlik,,,,,,,,,,,
Kan Zehirlenmesi,ateş,solunumda zayıflık,tansiyon düşüklüğü,çok hızlı solunum,üşümek,rehavet,düşük nabız,makat prezantasyonu,siyanoz,membranların kendiliğinden yırtılması,kanama,tepkisizlik,solunumda hırıltı,düşük ateş,,,,,,,,,,,,,,
Derin Toplar Damar Pıhtılaşması,şişme,ağrı,ezik,nefes darlığı,alt uzuvlarda ağrı,kalp büyümesi,solunumda hırıltı,deri kızarıklığı,tansiyon düşüklüğü,kasların hızlı kasılıp gevşemesi,kuru öksürük,kızarıklık,,,,,,,,,,,,,,,,
Dehidrasyon,ateş,ishal,kusma,tansiyon düşüklüğü,mide bulantısı,denge kaybı,keyifsizlik,ruhsal durum değişiklikleri,anoreksiya,bitkinlik,duyularda rahatsızlık,baygınlık,rehavet,baş dönmesi,baygınlık,,,,,,,,,,,,,
Neoplazma,vücut yapısının büyümesi,doku bozukluğu,göğüs ağrısı,kanlı idrar,tümör hücresinin yayılması,ağrı,koku alamama,kalınlaşmak,metastatik doku bozukluğu,gıda sindirememe,vücut ağırlığının azalması,gece terlemesi,görme alanının yarısının kaybı,erken doyma hissi,karın ağrısı,baş ağrısı,,,,,,,,,,,,
Akciğer Embolisi,nefes darlığı,kanda düşük oksijen,çok hızlı solunum,kan hücresi azalması,göğüs ağrısı,nefes darlığı,plöretik ağrı,boyun tutulması,sarı balgam,balgamlı öksürük,yaranın kapanması,tepkisizlik,solunumda zayıflık,hırıltı,düşük ateş,kuru öksürük,,,,,,,,,,,,
Epilepsi,nöbet geçirmek,metabolizmanın yavaş çalışması,duyuları etklieyen belirti,kas seğirmesi,uyuklama,titreme,tepkisizlik,hemipleji,kas seğirmesi,guruldamak,uykulu,rehavet,tekerlekli sandalyeye bağlı,,,,,,,,,,,,,,,
Kardiyomiyopati,nefes darlığı,dik durma haricinde nefes darlığı,hamlık,juguler venöz dolgunluk,çarpıntı,göğüs ağrısı,baygınlık,sarı balgam,solunumda hırıltı,nefes darlığı,eforla nefes darlığı,sol atriyal hipertrofi,yorgunluk,kilo almak,hastanın karşı gelmesi,,,,,,,,,,,,,
Kronik Böbrek Yetmezliği,kusma,dik durma haricinde nefes darlığı,hiperkalemi,idrar azlığı,juguler venöz dolgunluk,mide bulantısı,nefes darlığı,ruhsal durum değişiklikleri,ishal,bitkinlik,göğüste sıkışma,keyifsizlik,üşümek,solunumda hırıltı,ateş,plöretik ağrı,düşük ateş,guaiac positive,swelling,catatonia,unresponsiveness,yellow sputum,,,,,,
Karsinom,vücut yapısının büyümesi,ağrı,doku bozukluğu,tümör hücresinin yayılması,kalınlaşmak,vücut ağırlığının azalması,ses kısıklığı,genel rahatsızlık,metastatik doku bozukluğu,kuru öksürük,kabızlık,mutsuz,dokunma hissinde bozukluklar,gravida 0,ishal,dokununca acıma,göğüste ağrılı yanma hissi,nausea,lung nodule,,,,,,,,,
Hepatit C,karın iltihabı,karın şişmesi,intihara meyilli hissetmek,öksürük,ağrı,yumuşamış cilt,ağır duygu,işitsel halüsinasyonlar,üşümek,asteriksi,hastanın karşı gelmesi,,,,,,,,,,,,,,,,,
Periferik Damar Hastalığı,nefes darlığı,dinlenirken ağrı durumu,göğüs ağrısı,tepkisizlik,hiperkalemi,sinüs ritmi,zor nefes alma,nefes darlığı,dokununca acıma,anoreksiya,uykulu,,,,,,,,,,,,,,,,,
Psikotik Bozukluk,intihara meyilli,işitsel halüsinasyonlar,intihara meyilli hissetmek,görsel halüsinasyonlar,motor kaslarda yavaşlama,bayılma,sözlü ve işitsel halüsinasyonlar,umutsuz hissetmek,sinirli ruh hali,ajitasyon,titreme,donakalmak,ağlamak,evsizlik,uykusuzluk,içine kapanmak,artan enerji,intoxication,worry,behavior hyperactive,patient non compliance,mood depressed,terrify,nightmare,consciousness clear,,,
Hiperlipidemi,göğüs ağrısı,göğüs ağrısı,çarpıntı,q dalgasının varlığı,gözde ışık çakması,ter,göğüs rahatsızlığı,nefes darlığı,değişken ruh hali,hamlık,hemipleji,baş dönmesi,,,,,,,,,,,,,,,,
Bipolar Bozukluk,intihara meyilli hissetmek,artan enerji,intihara meyilli,sinirli ruh hali,ajitasyon,dini inancın olması,rahatsız aile,işitsel halüsinasyonlar,sözlü ve işitsel halüsinasyonlar,ağlamak,hiperaktif davranışlar,donakalmak,umutsuz hissetmek,endişelenmek,uykusuzluk,aşırı uyku,zorluk,hallucinations visual,hyperhidrosis disorder,mydriasis,extrapyramidal sign,loose associations,intoxication,motor retardation,homelessness,blackout,tremor,exhaustion
Obezite,ağrı,donakalmak,horlama,göğüs ağrısı,r dalgası özelliği,dini inancın olması,nefes darlığı,yorgunluk,obez,sistolik üfürüm,depresif ruh hali,ezik,,,,,,,,,,,,,,,,
İskemi,uyuklama,göğüs ağrısı,göğüs ağrısı,göğüste baskı,göğüs rahatsızlığı,nefes darlığı,nefes darlığı,sinüs ritmi,düşük nabız,ter,solunumda hırıltı,semptom vermeyen,anoreksiya,,,,,,,,,,,,,,,
Siroz,karın iltihabı,düşmek,dalak büyümesi,kaşıntı,karın ağrısı,tümör hücresinin yayılması,karın şişmesi,doku bozukluğu,hemodinamik olarak stabil,guaiac pozitif,dokununca acıma,vajina kanaması,,,,,,,,,,,,,,,,
Ekzantem,ateş,kaşıntı,leke veya benek,doku bozukluğu,kızarıklık,baş ağrısı,düşük ateş,eklem ağrısı,şişme,deri kızarıklığı,ışık korkusu,üşümek,çizik izleri,ağrı,ağrılı yutma,,,,,,,,,,,,,
İyi Huylu Prostat Hipertrofisi,ruhsal durum değişiklikleri,kansızlık ve kilo kaybı,bayılma,ortostaz,dik durma haricinde nefes darlığı,gece terlemesi,solunumda zayıflık,anoreksiya,dizartri,,,,,,,,,,,,,,,,,,,
Akut Böbrek Yetmezliği,hiperkalemi,tansiyon düşüklüğü,hipokalsemi sonucu,idrar azlığı,hemodinamik olarak stabil,bitkinlik,hipotermi,doğal,ishal,kanama,tepkisizlik,,,,,,,,,,,,,,,,,
Mitral Kapak Yetmezliği,nefes darlığı,eforla nefes darlığı,semptom vermeyen,hamlık,nefes darlığı,baygınlık,kalınlaşmak,sol atriyal hipertrofi,çarpıntı,yorgunluk,kusma,ağrı,kalp büyümesi,göğüs rahatsızlığı,,,,,,,,,,,,,,
Artrit,ağrı,hemodinamik olarak stabil,uykusuzluk,bitkinlik,baygınlık,şişme,atipi,genel istikrarsızlık,nefes darlığı,karın şişmesi,,,,,,,,,,,,,,,,,,
Bronşit,öksürük,hırıltı,nefes darlığı,göğüste sıkışma,ateş,boğaz ağrısı,balgamlı öksürük,karaciğer ve dalak büyümesi,gece terlemesi,kanlı balgam veya kan tükürme,zor nefes alma,nezle,kuru öksürük,nefes darlığı,üşümek,hırıltı,vücut ağırlığının azalması,,,,,,,,,,,
Hemiparezi,dizartri,felç,bitkinlik,yutma güçlüğü,nöbet geçirmek,konuşma bozukluğu,fokal nöbetler,hemipleji,anormal duyum,tepkisizlik,sersemlik,uyuklama,hırıltı,korneada demir birikimi çizgisi,batma hissi,felç,kasların hızlı kasılıp gevşemesi,facial paresis,,,,,,,,,,
Kemik Erimesi,prostatizm,düşmek,aşırı kıllılık,burnunu çekmek,karın şişmesi,vertigo,el uyuşması,anormal derecede yavaş fiziksel hareket,ağrı,baygınlık,nefessiz kalma,düşük ateş,idrar kaçırma hissi,denge kaybı,,,,,,,,,,,,,,
Geçici İskemik Atak,konuşma bozukluğu,dizartri,kısmi yüz felci,bitkinlik,boyun tutulması,vertigo,uyuşukluk ve hissizlik,denge kaybı,ekstrapiramidal işaretler,korneada demir birikimi çizgisi,bulanık görüş,baş ağrısı,baygınlık,zorluk,tutarsız konuşma,beceriksizlik veya sakarlık,,,,,,,,,,,,
Adenokarsinom,vücut yapısının büyümesi,doku bozukluğu,vücut ağırlığının azalması,kabızlık,hırıltı,dışkı miktarında azalma,erken doyma hissi,kanlı dışkı,egofoni,ağrı,yaranın kapanması,karın ağrısı,,,,,,,,,,,,,,,,
Paranoya,işitsel halüsinasyonlar,görsel halüsinasyonlar,ajitasyon,sinirli ruh hali,sözlü ve işitsel halüsinasyonlar,intihara meyilli hissetmek,intihara meyilli,dehşete düşürmek,yeni kelimeler uydurmak,evsizlik,artan enerji,depresif ruh hali,strese karşı savunma mekanizması geliştirememe,yaranın kapanması,bayılma,bilinç kaybı,,,,,,,,,,,,
Pankreatit,kusma,karın ağrısı,mide bulantısı,ağrı,ishal,dışkı renginin sarı olması,sıcaklıkla ilişkili gözlem,düşük ateş,dokununca acıma,,,,,,,,,,,,,,,,,,,
İdrar Kaçırma,kısmi felç,nöbet geçirmek,bitkinlik,idrar kaçırma hissi,bilinçsiz durum,duyuları etklieyen belirti,kaprisli,düşme korkusu,titreme,spazm,mutsuz,baygınlık,düşmek,sertlik,tepkisizlik,,,,,,,,,,,,,
